"","X","user_id","name","review_count","yelping_since","yelping_since_year","useful","funny","cool","elite","first_elite","nyears_elite","number_friends","fans","average_stars","compliment_hot","compliment_cool","compliment_more","compliment_cute","compliment_profile","compliment_list","compliment_note","compliment_plain","compliment_funny","compliment_writer","compliment_photos","ntips","tips_length_med","negtips","postips","firsttip","secondtip","lasttip","compliment_count_tips","avg_rest_stars","range_long","range_lat","ntips2005","ntips2006","ntips2007","ntips2008","ntips2009","ntips2010","ntips2011","ntips2012","ntips2013","ntips2014","ntips2015","ntips2016","ntips2017","ntips2018","nreviews","review_length_med","negreviews","posreviews","stars1","stars2","stars3","stars4","stars5","firstrev","secondrev","lastrev","avg_rest_stars_rev","range_long_rev","range_lat_rev","nreviews2005","nreviews2006","nreviews2007","nreviews2008","nreviews2009","nreviews2010","nreviews2011","nreviews2012","nreviews2013","nreviews2014","nreviews2015","nreviews2016","nreviews2017","nreviews2018"
"634.2",19603,"fcM0HBgpUpKl0pEITzbfiw","M",14,"2006-02-23",2006,31,2,3,0,NA,0,1,0,3.12,1,0,0,0,0,0,0,1,0,0,0,1,23,0,1,"2015-03-15",NA,"2015-03-15",0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,571,0,1,0,0,1,0,0,"2015-03-15",NA,"2015-03-15",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1841",14165,"DNTi2wd25qH3XLpLrkX1Rg","Rikki",4,"2010-06-22",2010,16,2,1,0,NA,0,54,2,4,0,0,0,0,0,0,0,3,0,0,0,8,39.5,0,8,"2010-06-22","2010-07-12","2015-07-02",0,3.5625,0.313252357300001,0.220770551000001,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,477.5,0,2,0,1,0,0,1,"2013-09-24","2018-07-06","2018-07-06",3.25,0.0223767000000095,0.0472453000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1370.2",21344,"2xmhkcC9RHxKKoiydbw-2w","Maly",95,"2009-03-13",2009,165,73,80,0,NA,0,270,29,3.17,24,31,5,2,0,0,28,14,31,10,7,1,66,1,0,"2010-10-25",NA,"2010-10-25",0,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,848,0,1,0,0,0,0,1,"2009-03-23",NA,"2009-03-23",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"487",10803,"xaUAOzBomj8eDy74hTvQpA","Sam",39,"2010-05-08",2010,42,15,17,0,NA,0,2,2,3.73,0,0,0,0,0,0,0,0,0,0,0,9,54,1,8,"2016-06-19","2016-06-24","2017-09-10",0,3.83333333333333,0.404016499999997,0.165723762300004,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,640.5,0,8,2,1,1,3,1,"2016-05-26","2016-05-26","2017-09-10",3.9375,0.569845099999995,0.284226399999994,0,0,0,0,0,0,0,0,0,0,0,7,1,0
"1779.2",24881,"NdT3Ds7a5mfkb071UfjjLw","Patterson",25,"2010-07-06",2010,4,0,0,0,NA,0,15,0,4.27,0,0,0,0,0,0,1,0,0,0,0,2,56.5,0,2,"2016-09-07","2017-02-20","2017-02-20",0,4,0.0086619327999955,0.0162889563000022,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,315,0,1,0,0,0,0,1,"2017-06-06",NA,"2017-06-06",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"739.4",20379,"avCanXjFKSVvBTfLz5wQdg","Anna",13,"2010-03-14",2010,13,2,3,0,NA,0,1,0,2.31,0,0,0,0,0,0,0,0,0,0,0,1,63,0,1,"2016-04-14",NA,"2016-04-14",0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,73,1,0,1,0,0,0,0,"2015-11-04",NA,"2015-11-04",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1198.1",26192,"waMLQ3Q89cM5fweYF9OCjA","Jason",18,"2009-03-30",2009,24,6,5,0,NA,0,1,0,3.22,0,0,0,0,0,0,1,0,0,0,1,1,11,0,1,"2012-10-25",NA,"2012-10-25",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,164,0,1,0,0,0,1,0,"2012-07-23",NA,"2012-07-23",4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1495",24005,"pgCw_aB1DwrUj4IykIXOhg","JT",15,"2009-08-02",2009,16,0,2,0,NA,0,39,0,4,0,0,0,0,0,0,0,0,0,0,0,22,43,1,21,"2010-12-20","2011-03-20","2012-03-22",0,3.52272727272727,0.364903299999995,0.215851300000004,0,0,0,0,0,1,18,3,0,0,0,0,0,0,2,1178,0,2,0,0,0,1,1,"2011-05-01","2015-07-27","2015-07-27",4.25,0.120352013099989,0.0594905039000011,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"216",20001,"c8OTiQ80yegsJ6WHKqWYGg","Jenna",39,"2009-07-07",2009,14,10,1,0,NA,0,1,0,2.8,0,1,0,0,0,0,0,0,1,0,0,1,27,0,1,"2015-09-25",NA,"2015-09-25",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,508,0,2,0,1,0,1,0,"2018-02-01","2018-08-18","2018-08-18",3.75,0.0689264264999991,0.0130594926000001,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1198.2",26192,"waMLQ3Q89cM5fweYF9OCjA","Jason",18,"2009-03-30",2009,24,6,5,0,NA,0,1,0,3.22,0,0,0,0,0,0,1,0,0,0,1,1,11,0,1,"2012-10-25",NA,"2012-10-25",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,164,0,1,0,0,0,1,0,"2012-07-23",NA,"2012-07-23",4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1316.1",2538,"fkawweeCwxO7cWq8EgEkFw","Dan",1042,"2009-04-12",2009,1256,306,691,1,2011,8,319,45,3.94,13,39,9,0,2,5,35,64,39,18,16,29,48,1,28,"2011-07-17","2011-10-20","2018-04-25",0,3.82758620689655,34.3834228662,6.3256952568,0,0,0,0,0,0,3,4,17,2,0,0,0,3,4,466,0,4,0,0,1,3,0,"2013-11-17","2014-03-19","2014-12-21",3.875,34.3160319,2.7257381751,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"1150",2581,"930YU51ZvuOQn4dWtZxj5A","Jen",609,"2009-05-11",2009,4328,2672,3553,1,2011,8,849,131,4.22,107,150,6,9,7,1,55,98,150,44,85,7,77,0,7,"2011-08-07","2012-05-26","2015-12-28",0,3.85714285714286,0.117338135600008,0.0479884999999953,0,0,0,0,0,0,1,1,4,0,1,0,0,0,4,822.5,0,4,0,0,0,0,4,"2013-09-22","2013-11-20","2017-04-21",3.75,3.10179199999999,2.64636160120001,0,0,0,0,0,0,0,0,2,0,0,1,1,0
"715.1",21078,"8sCtOBy96NbCbDs6BeOWdw","Donna",54,"2010-09-06",2010,34,16,10,0,NA,0,148,3,4,0,0,1,0,0,0,0,0,0,1,1,4,65.5,1,3,"2011-02-22","2011-02-22","2012-09-14",0,4.125,0.0470594000000091,0.0345352000000005,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1169,0,1,0,0,0,0,1,"2011-02-22",NA,"2011-02-22",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"699.1",22481,"6eXpHzfFCEnRvelmTqs7ng","Joyce",193,"2008-09-12",2008,162,54,55,1,2010,3,105,9,3.99,6,16,3,2,0,0,7,7,16,5,3,2,31,1,1,"2012-01-04","2012-01-04","2012-01-04",0,4.25,0.032078668799997,0.0374037462999937,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,593,0,1,0,0,1,0,0,"2012-01-11",NA,"2012-01-11",4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"915.1",6081,"9m1sO360j3rsvv5oFYo6gQ","Andy",11,"2010-10-14",2010,18,4,6,0,NA,0,71,0,3.82,0,1,0,0,0,0,0,2,1,0,0,1,44,0,1,"2011-07-24",NA,"2011-07-24",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,232,0,1,0,0,0,0,1,"2015-12-29",NA,"2015-12-29",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"225",12622,"p03AKnMXXbgetIEHHFP3wQ","Heather",402,"2010-03-29",2010,1746,1006,916,1,2012,7,853,56,3.55,167,215,8,1,2,1,91,179,215,104,17,1,19,1,0,"2012-05-26",NA,"2012-05-26",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,647,1,9,0,1,2,6,1,"2012-05-30","2012-06-11","2015-08-02",3.45,35.128855,5.1818275,0,0,0,0,0,0,0,8,0,1,1,0,0,0
"115",17765,"bORu7lCOUdidWpvmjA3cmA","Danette",19,"2010-07-31",2010,62,19,28,0,NA,0,10,2,4.11,0,3,1,1,0,0,0,1,3,5,1,12,130.5,1,11,"2012-12-08","2013-01-15","2016-06-02",0,3.875,0.1564166,0.037434300000001,0,0,0,0,0,0,0,1,4,3,3,1,0,0,3,1516,0,3,0,1,0,1,1,"2012-10-23","2013-05-27","2014-03-01",4,0.0306869000000063,0.00235769999999746,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"1705.1",5634,"ebgarf8JqKeb7VMkHmUELA","David",34,"2008-06-15",2008,66,3,21,0,NA,0,31,1,4.27,2,1,0,0,0,0,0,3,1,1,0,4,17.5,0,4,"2010-08-01","2010-08-01","2017-11-29",0,3.875,0.0211695809000076,0.0107060782000019,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,87,0,1,0,0,0,0,1,"2016-08-05",NA,"2016-08-05",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1354.1",19131,"3MSlMkSKCXqD355R0Abqgg","Simply",11,"2009-04-18",2009,4,0,3,0,NA,0,2,0,3.91,0,0,0,0,0,0,0,0,0,0,0,2,19,0,2,"2014-07-09","2018-10-30","2018-10-30",0,4,0.0168157108000031,0.0208711080000015,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,154,0,1,0,0,0,0,1,"2014-11-05",NA,"2014-11-05",3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"633",10459,"NOR93THAvtPUrJlzP9a3pA","Pamela",81,"2009-01-22",2009,224,36,46,0,NA,0,10,3,3.84,0,2,0,0,0,0,2,3,2,2,0,1,47,1,0,"2015-10-10",NA,"2015-10-10",0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,519.5,0,2,0,0,0,0,2,"2016-06-02","2017-09-09","2017-09-09",4,0.00234583419999979,0.00215461129999994,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"504",24792,"Gx3pyRH7Xlwzde66hhJgAg","Deepak",127,"2009-11-13",2009,84,23,11,0,NA,0,3,1,4.21,1,1,0,0,0,0,1,0,1,0,0,3,60,0,3,"2016-03-14","2016-08-21","2016-08-21",0,4.16666666666667,3.04051390000001,2.50285409999999,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,131,0,1,0,0,0,0,1,"2016-05-06",NA,"2016-05-06",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1176.1",22422,"469PLuALktHjWlDPNZsmHw","Lenny",98,"2008-11-28",2008,24,7,24,0,NA,0,65,1,3.54,0,2,1,0,0,0,1,1,2,1,0,1,76,0,1,"2009-08-02",NA,"2009-08-02",0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,147,0,1,0,0,0,1,0,"2009-08-04",NA,"2009-08-04",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"173.1",20553,"uMyTMAFYTMPqJeZ8MSJTbA","Jeff",271,"2010-11-17",2010,595,154,163,1,2011,5,112,16,3.59,3,6,1,0,0,0,14,16,6,9,1,1,58,0,1,"2012-10-11",NA,"2012-10-11",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1816,0,1,0,0,0,1,0,"2012-10-20",NA,"2012-10-20",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"56.1",10987,"-JawaYF1UVVLR3Q3Zi26vg","Mark",18,"2007-12-04",2007,29,7,8,0,NA,0,13,0,3.68,0,0,0,0,0,0,1,0,0,1,0,8,29.5,1,7,"2011-04-05","2011-08-29","2012-06-19",0,3.8125,0.0991933553000024,0.0256195495,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,356,0,2,2,0,0,0,0,"2011-02-17","2011-08-11","2011-08-11",3.75,0.00394900869999049,0.00371191570000207,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1992.2",21675,"Qe-FSKeyCgZ2m2aMuwT-Yg","Mike",5,"2010-04-30",2010,4,0,1,0,NA,0,71,0,4.2,0,0,0,0,0,0,0,0,0,0,0,2,55.5,0,2,"2010-07-15","2011-10-04","2011-10-04",0,3.5,0.111311000000001,0.00270499999999885,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,314,1,2,0,0,0,0,3,"2010-05-12","2015-02-16","2015-05-28",4,0.203505699999994,0.0750493680000019,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"2008",23025,"5v8AnPSXUdDLs6196RYnZA","Hannah",286,"2010-07-08",2010,988,229,474,1,2015,4,209,38,3.88,6,18,1,0,3,0,8,12,18,14,10,2,116,0,2,"2015-08-23","2018-04-13","2018-04-13",0,4,0.0161932000000036,0.020271000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,728,0,3,0,0,0,2,1,"2015-08-24","2017-07-09","2018-04-15",4.16666666666667,36.0949475993,7.5532282075,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"1824.1",7005,"C1BzxH6JVK28gnUX731W-A","Janice",62,"2009-03-04",2009,113,38,60,0,NA,0,75,3,3.98,1,4,0,0,0,0,2,0,4,3,0,10,27.5,1,9,"2011-06-19","2011-06-24","2017-09-02",0,3.85,0.220063697000001,0.181620162999998,0,0,0,0,0,0,3,1,5,0,0,0,1,0,10,276.5,0,10,1,0,2,5,2,"2011-06-11","2011-06-11","2013-02-26",3.55,0.319455599999998,0.147588499999998,0,0,0,0,0,0,3,3,4,0,0,0,0,0
"1393.1",8385,"IZpNMuBHUj--ymOho29maw","Carlo",262,"2009-11-29",2009,299,141,73,1,2016,2,23,8,3.25,6,11,1,0,1,1,10,7,11,5,6,1,78,1,0,"2013-02-28",NA,"2013-02-28",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,313,0,2,0,0,0,2,0,"2010-01-18","2014-07-25","2014-07-25",4,35.761521,7.5496339,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"854",8378,"p_MxJSM_1M6K0C5mD1Pv2Q","Olga",144,"2008-05-07",2008,380,108,103,1,2009,4,94,10,3.84,1,5,1,0,0,0,7,8,5,11,0,3,50,0,3,"2010-07-23","2010-12-03","2013-04-12",0,3.83333333333333,0.00520099999999957,0.150528570100001,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,942,0,7,0,0,1,3,3,"2009-01-27","2009-03-06","2018-09-09",4.14285714285714,22.6392794,9.5655527818,0,0,0,0,5,1,0,0,0,0,0,0,0,1
"894.2",10649,"51nhzFGxZVMplEX2G3Lnhw","Ellen",19,"2010-01-04",2010,17,5,11,0,NA,0,3,0,4.81,1,0,0,0,0,0,1,0,0,1,1,2,49.5,0,2,"2010-01-15","2010-01-16","2010-01-16",0,2.75,0.0738734549999975,0.0715856759000033,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,608,0,5,0,0,0,0,5,"2014-01-06","2015-04-03","2017-09-22",3.8,0.113443575100007,0.1458504784,0,0,0,0,0,0,0,0,0,1,1,2,1,0
"874.1",1802,"xJEpQXgkeeZsBFivohgJKg","Tara",351,"2009-07-14",2009,2138,846,1268,1,2012,7,1000,80,4.12,128,288,27,5,11,4,121,230,288,156,14,13,82,1,12,"2011-07-05","2011-09-29","2018-07-16",2,3.61538461538462,3.18197336009999,2.735789345,0,0,0,0,0,0,7,0,4,0,0,0,1,1,2,919.5,0,2,0,0,0,1,1,"2011-05-19","2011-07-07","2011-07-07",4,0.0138781419000082,0.0436004249000064,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"575",13433,"ZIRDV4O00a9a5U3yTbjkuQ","Bobby",297,"2009-11-06",2009,443,154,143,0,NA,0,279,4,3.27,0,5,2,0,1,0,6,10,5,6,2,1,107,0,1,"2013-07-06",NA,"2013-07-06",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,136,0,1,0,0,0,0,1,"2015-06-17",NA,"2015-06-17",4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1257",8159,"YoJMiX93orOpm4p66O5A0g","Jordan",25,"2009-07-08",2009,34,7,6,0,NA,0,5,0,3.32,0,1,0,0,0,0,1,1,1,0,0,4,64,0,4,"2013-04-25","2013-04-25","2015-07-30",0,3.75,0.00378057879999005,0.0112670999999978,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,433.5,0,2,0,0,0,1,1,"2015-09-15","2018-06-28","2018-06-28",4.75,0.107719857199996,0.0230052814999979,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"707",8696,"Tdp-vTDHrfR2rQk2emDKiA","Alice",61,"2010-10-13",2010,125,34,27,1,2017,1,74,6,3.6,1,0,0,0,0,0,1,2,0,1,0,1,102,1,0,"2011-06-13",NA,"2011-06-13",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,274.5,0,4,1,1,1,0,1,"2014-09-10","2014-09-10","2017-02-21",4.125,5.8184869,1.8628321,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"226.1",8527,"N5mhcJyW0XmBqipKbEKJ-g","Sonja",21,"2010-06-08",2010,68,11,11,0,NA,0,50,2,3.59,1,0,0,0,0,0,1,1,0,0,0,1,34,0,1,"2011-08-28",NA,"2011-08-28",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,323,0,1,0,0,1,0,0,"2011-08-08",NA,"2011-08-08",2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1514",21106,"-uBmDm-WLzhue5KQUiol9g","Scott",276,"2007-07-24",2007,575,322,466,1,2008,3,982,39,4.04,107,161,23,6,8,9,49,161,161,20,5,2,27,0,2,"2010-07-31","2010-08-01","2010-08-01",0,4,0.0644153806999981,0.0170710152999973,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,325,0,1,0,0,1,0,0,"2008-05-07",NA,"2008-05-07",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"122.1",13635,"9LIiiUqojfUHRBLDl5H2KQ","Kate",42,"2009-11-06",2009,74,36,48,0,NA,0,30,4,4.14,9,9,1,0,0,0,3,4,9,2,2,2,79,0,2,"2014-06-01","2014-06-01","2014-06-01",0,3.75,0.00244793939999965,0.00744275809999806,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,307,0,1,0,0,0,1,0,"2014-06-01",NA,"2014-06-01",3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1008.1",20571,"y9ugLJW_WlmO7r80R66YRQ","Angelina",258,"2008-05-12",2008,408,198,171,0,NA,0,244,12,3.65,13,15,2,6,1,1,11,22,15,4,3,1,33,0,1,"2012-07-01",NA,"2012-07-01",0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,286,0,1,0,0,0,0,1,"2012-07-05",NA,"2012-07-05",2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1183",3128,"EL2Ix01VF_whB5g9CHh2Ag","Jacqui",181,"2008-08-17",2008,273,140,131,1,2011,8,255,22,3.89,16,24,5,0,1,0,19,35,24,6,4,167,59,8,159,"2011-01-23","2011-01-25","2015-10-18",6,3.58682634730539,3.37566047940001,2.7970908,0,0,0,0,0,0,68,23,54,15,7,0,0,0,12,611.5,0,12,0,0,2,6,4,"2011-02-15","2012-02-01","2018-06-22",3.70833333333333,0.4702486714,0.261309398000002,0,0,0,0,0,0,1,3,2,3,2,0,0,1
"1315.3",8343,"jNI9GYFHzInokLpoZ_OPBA","Hillary",56,"2010-05-12",2010,86,18,39,0,NA,0,129,4,4.07,0,4,0,1,1,0,0,3,4,2,1,18,36.5,0,18,"2011-06-09","2012-06-10","2013-10-22",0,3.77777777777778,0.513584294799998,0.216863000000004,0,0,0,0,0,0,1,3,14,0,0,0,0,0,8,587,0,8,0,0,0,3,5,"2010-07-19","2011-06-15","2013-11-12",4.125,0.194467200000005,0.121663700000006,0,0,0,0,0,1,2,0,5,0,0,0,0,0
"321.1",1290,"_oEWe8fnyAif0sBYrju-Lw","Jamie",548,"2009-03-15",2009,3550,2527,2727,1,2011,8,582,103,3.45,319,629,36,10,40,4,92,687,629,258,111,7,94,0,7,"2014-09-03","2014-09-03","2015-09-08",0,3.85714285714286,0.0236980783999883,0.0801929709000007,0,0,0,0,0,0,0,0,0,2,5,0,0,0,4,980,0,4,0,1,1,2,0,"2011-07-23","2011-09-11","2014-09-06",3.75,0.0242032445000007,0.0648894317000028,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"450.2",11903,"T60kz3fMj1NRjLwlYRviGQ","Chris",16,"2010-06-13",2010,6,0,0,0,NA,0,1,0,3.88,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1,"2018-03-03",NA,"2018-03-03",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,200,0,1,0,0,0,1,0,"2017-09-23",NA,"2017-09-23",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"951",10538,"9waLUxm1jkUm8sI3myuBsA","Tanise",24,"2010-11-02",2010,12,5,2,0,NA,0,3,0,3.56,0,0,0,0,0,0,2,1,0,0,0,13,37,0,13,"2013-06-10","2013-06-23","2015-02-03",1,3.96153846153846,3.4124782,2.7339246663,0,0,0,0,0,0,0,0,7,5,1,0,0,0,3,264,0,3,0,1,1,0,1,"2013-06-25","2014-05-12","2015-01-08",3.83333333333333,0.151411199999998,0.160493300000006,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"692.1",13912,"N6QqfvixvrzYtpmywtEb2g","Justin",423,"2010-04-28",2010,804,380,656,1,2012,7,398,32,3.98,29,97,4,0,3,0,44,69,97,11,4,1,50,0,1,"2010-08-05",NA,"2010-08-05",0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,408.5,0,2,0,0,0,2,0,"2017-11-13","2017-11-18","2017-11-18",3.75,0.00586200000000758,0.000508999999993875,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1230.1",23736,"W_uE1n0yah_-Q8MAqMT7TA","Adam",30,"2009-09-23",2009,42,4,9,1,2012,1,15,2,3.84,0,1,2,0,0,0,5,1,1,4,0,6,40,1,5,"2010-05-05","2010-06-09","2011-04-18",0,3.25,0.187579700000001,0.275007000000002,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,952,0,2,0,1,1,0,0,"2010-01-18","2010-11-14","2010-11-14",3.75,0.0414524999999912,0.148039500000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1009",12077,"B1cyetu3PFqsks08WJdE7A","Dodanie",133,"2009-04-04",2009,348,49,222,0,NA,0,1,1,3.67,1,1,0,0,0,0,2,0,1,0,0,1,70,0,1,"2018-03-02",NA,"2018-03-02",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,755,1,4,0,1,0,2,2,"2009-04-07","2009-04-12","2018-08-14",4,0.208626547700007,0.1588311,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"715.2",21078,"8sCtOBy96NbCbDs6BeOWdw","Donna",54,"2010-09-06",2010,34,16,10,0,NA,0,148,3,4,0,0,1,0,0,0,0,0,0,1,1,4,65.5,1,3,"2011-02-22","2011-02-22","2012-09-14",0,4.125,0.0470594000000091,0.0345352000000005,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1169,0,1,0,0,0,0,1,"2011-02-22",NA,"2011-02-22",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1830",25611,"i1dTqgAwxP1gOM5jzBaHuw","Naz",18,"2010-08-09",2010,7,3,1,0,NA,0,1,0,3.83,0,0,0,0,0,0,0,0,0,0,0,1,49,1,0,"2014-05-18",NA,"2014-05-18",0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,146,0,1,0,0,0,0,1,"2015-05-27",NA,"2015-05-27",4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1964.1",25774,"wU3F0Qz1HeBdKcaOQJXPeA","Rob",5,"2010-12-07",2010,0,0,0,0,NA,0,1,0,4.6,0,0,0,0,0,0,0,0,0,0,0,1,43,0,1,"2016-09-19",NA,"2016-09-19",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,231,0,1,0,0,0,1,0,"2016-09-19",NA,"2016-09-19",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"128.1",18565,"jLf4dNgQl1mdgtVpTw3n9w","Sue",31,"2010-08-17",2010,40,7,7,0,NA,0,5,1,3.77,0,0,0,0,0,0,1,0,0,0,0,3,29,0,3,"2013-09-27","2014-06-08","2014-07-20",0,4.16666666666667,0.0507807999999983,0.0563813999999994,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,457.5,1,1,1,0,0,1,0,"2013-05-26","2014-05-29","2014-05-29",3.25,3.06004900000001,2.6428398,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1588",23192,"2gzI71bypYooQkm558KnBg","JD",15,"2009-09-27",2009,34,5,4,0,NA,0,16,0,2.95,0,0,0,0,1,0,0,0,0,0,0,6,40,0,6,"2010-06-15","2010-08-11","2014-05-02",0,3.33333333333333,3.3464692682,2.9849496957,0,0,0,0,0,2,3,0,0,1,0,0,0,0,2,130,0,2,0,0,0,0,2,"2010-04-01","2012-04-12","2012-04-12",4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1302.2",23553,"1ws8hqqRPJfCRs7Jr9J5xg","Lila",337,"2008-04-28",2008,645,232,379,1,2009,10,205,115,4.05,22,34,10,1,6,0,13,30,34,15,21,4,16.5,1,2,"2012-08-18","2014-01-01","2017-08-14",0,3.875,0.0121714664000052,0.0204293305999954,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,153,0,1,0,0,0,0,1,"2014-01-01",NA,"2014-01-01",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"172.1",7772,"wTTalOQvYZheaksFnFc4kw","Gene",81,"2008-06-14",2008,123,51,61,1,2008,3,29,2,3.76,1,4,1,0,0,0,8,4,4,0,1,1,86,0,1,"2017-10-13",NA,"2017-10-13",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,259.5,1,5,0,1,0,4,1,"2008-06-14","2010-03-23","2016-05-19",4,0.274173555600001,0.104388755599999,0,0,0,1,0,3,0,0,1,0,0,1,0,0
"519",10980,"QEDx7AZJKN-OzHJKVSu3ng","Ajit",11,"2010-12-06",2010,16,2,1,0,NA,0,47,0,2.55,0,0,0,0,0,0,0,0,0,0,0,1,43,0,1,"2017-11-23",NA,"2017-11-23",0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,557,0,1,1,0,0,0,0,"2017-11-23",NA,"2017-11-23",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
